Ref_Date,GEO,FOOD,COM,Vector,Coordinate,Value
1979,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,314.45
1980,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,317.13
1981,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,318.32
1982,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,312.40
1983,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,308.79
1984,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,310.82
1985,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,311.93
1986,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,306.40
1987,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,304.69
1988,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,312.41
1989,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,304.32
1990,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,299.92
1991,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,303.08
1992,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,295.12
1993,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,313.57
1994,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,323.03
1995,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,331.87
1996,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,333.87
1997,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,342.18
1998,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,353.00
1999,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,363.34
2000,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,364.69
2001,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,371.15
2002,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,..
2003,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,..
2004,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,..
2005,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,..
2006,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,..
2007,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,..
2008,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,..
2009,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,..
2010,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,0.00
1960,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,60.64
1961,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,60.97
1962,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,62.41
1963,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,64.38
1964,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,65.33
1965,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,66.45
1966,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,68.64
1967,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,70.20
1968,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,70.02
1969,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,73.36
1970,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,76.96
1971,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,80.96
1972,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,84.61
1973,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,88.46
1974,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,90.04
1975,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,91.43
1976,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,90.17
1977,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,91.83
1978,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,90.92
1979,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,93.34
1980,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,90.66
1981,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,93.11
1982,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,90.87
1983,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,90.40
1984,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,89.53
1985,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,88.73
1986,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,87.81
1987,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,88.97
1988,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,87.17
1989,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,84.80
1990,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,81.97
1991,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,79.36
1992,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,75.71
1993,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,75.16
1994,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,75.46
1995,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,75.54
1996,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,74.23
1997,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,74.92
1998,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,76.22
1999,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,77.19
2000,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,76.55
2001,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,78.27
2002,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,78.23
2003,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,79.08
2004,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,78.86
2005,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,80.63
2006,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,81.68
2007,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,82.21
2008,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,82.99
2009,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,82.21
2010,Canada,Food available adjusted for losses,"Alcoholic beverages, total population (litres per person, per year)",v41356829,1.2.17,18.74
1960,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,91.47
1961,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,92.48
1962,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,94.66
1963,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,97.56
1964,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,98.70
1965,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,99.90
1966,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,102.51
1967,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,103.91
1968,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,102.63
1969,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,106.46
1970,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,110.55
1971,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,114.50
1972,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,118.38
1973,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,122.43
1974,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,123.23
1975,Canada,Food available adjusted for losses,"Alcoholic beverages, population 15 years old and over (litres per person, per year)",v41356830,1.2.18,123.86
