Ref_Date,GEO,FOOD,COM,Vector,Coordinate,Value
1971,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,3.13
1972,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,3.29
1973,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,3.53
1974,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,3.77
1975,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,2.94
1976,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,2.91
1977,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,4.32
1978,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,4.54
1979,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,4.95
1980,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,5.28
1981,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,4.88
1982,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,5.41
1983,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,4.54
1984,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,5.09
1985,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,4.78
1986,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,5.54
1987,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,5.83
1988,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,5.85
1989,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,6.64
1990,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,6.30
1991,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,6.74
1992,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,5.86
1993,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,6.51
1994,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,6.65
1995,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,7.55
1996,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,7.67
1997,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,7.77
1998,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,7.48
1999,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,7.27
2000,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,7.50
2001,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,8.10
2002,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,7.40
2003,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,7.68
2004,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,7.27
2005,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,6.95
2006,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,7.20
2007,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,6.86
2008,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,6.09
2009,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,6.34
2010,Canada,Food available adjusted for losses,Frozen vegetables (fresh equivalent),v46438997,1.2.44,6.12
1960,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.78
1961,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.87
1962,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,4.36
1963,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,4.30
1964,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.71
1965,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.60
1966,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.95
1967,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.21
1968,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.49
1969,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.16
1970,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.08
1971,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.19
1972,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,2.93
1973,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.21
1974,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.36
1975,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.37
1976,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.08
1977,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.99
1978,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.72
1979,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.64
1980,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.53
1981,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,3.06
1982,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,2.96
1983,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,2.85
1984,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,2.88
1985,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,2.59
1986,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,2.34
1987,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,2.29
1988,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,2.41
1989,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,2.22
1990,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.75
1991,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.73
1992,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.54
1993,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.34
1994,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.32
1995,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.30
1996,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.30
1997,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.30
1998,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.29
1999,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.29
2000,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.25
2001,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.27
2002,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.20
2003,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.21
2004,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.09
2005,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.10
2006,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.04
2007,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,1.03
2008,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,0.97
2009,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,0.81
2010,Canada,Food available adjusted for losses,"Vegetable juice (litres per person, per year)",v41356825,1.2.13,0.77
1960,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.78
1961,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.87
1962,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,4.36
1963,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,4.30
1964,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.71
1965,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.60
1966,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.95
1967,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.21
1968,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.49
1969,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.16
1970,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.08
1971,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.19
1972,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,2.93
1973,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.21
1974,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.36
1975,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.37
1976,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.08
1977,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.99
1978,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.72
1979,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.64
1980,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.53
1981,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,3.06
1982,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,2.96
1983,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,2.85
1984,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,2.88
1985,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,2.59
1986,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,2.34
1987,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,2.29
1988,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,2.41
1989,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,2.22
1990,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.75
1991,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.73
1992,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.54
1993,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.34
1994,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.32
1995,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.30
1996,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.30
1997,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.30
1998,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.29
1999,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.29
2000,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.25
2001,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.27
2002,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.20
2003,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.21
2004,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.09
2005,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.10
2006,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.04
2007,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,1.03
2008,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,0.97
2009,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,0.81
2010,Canada,Food available adjusted for losses,Vegetable juice (fresh equivalent),v46438998,1.2.45,0.77
1960,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,10.65
1961,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,10.13
1962,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,11.39
1963,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,11.01
1964,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,9.93
1965,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,9.30
1966,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,10.56
1967,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,10.62
1968,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,10.22
1969,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,10.42
1970,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,10.41
1971,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,11.03
1972,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,10.95
1973,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,12.61
1974,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,12.49
1975,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,15.28
1976,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,15.55
1977,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,17.97
1978,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,19.46
1979,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,20.82
1980,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,21.64
1981,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,22.75
1982,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,20.65
1983,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,21.26
1984,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,22.95
1985,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,20.92
1986,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,22.63
1987,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,23.55
1988,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,22.20
1989,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,21.47
1990,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,18.49
1991,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,18.78
1992,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,20.40
1993,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,20.47
1994,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,23.27
1995,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,23.63
1996,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,24.24
1997,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,24.87
1998,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,22.77
1999,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,22.93
2000,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,23.79
2001,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,22.77
2002,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,24.41
2003,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,23.83
2004,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,23.72
2005,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,23.37
2006,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,23.38
2007,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,23.76
2008,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,21.94
2009,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,20.23
2010,Canada,Food available adjusted for losses,"Total juices (litres per person, per year)",v41356846,1.2.34,19.22
1960,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,12.88
1961,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,12.98
1962,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,13.72
1963,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,14.11
1964,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,14.13
1965,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,13.67
1966,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,14.11
1967,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,14.97
1968,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,15.26
1969,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,15.31
1970,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,15.16
1971,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,14.79
1972,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,15.40
1973,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,15.34
1974,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,15.61
1975,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,15.60
1976,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,15.88
1977,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,15.85
1978,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,15.69
1979,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,15.77
1980,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,15.72
1981,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.14
1982,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.06
1983,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.60
1984,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.06
1985,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.55
1986,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.23
1987,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.79
1988,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.73
1989,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.61
1990,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.64
1991,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.77
1992,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.67
1993,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,17.27
1994,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,17.86
1995,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,18.78
1996,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,19.70
1997,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,20.57
1998,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,21.42
1999,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,21.19
2000,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,21.01
2001,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,21.16
2002,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,20.58
2003,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,20.21
2004,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,19.60
2005,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,19.32
2006,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,18.62
2007,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,18.45
2008,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,17.83
2009,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,17.60
2010,Canada,Food available adjusted for losses,Oils and fats,v41356826,1.2.14,16.80
1960,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,47.33
1961,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,44.49
1962,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,45.24
1963,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,48.86
1964,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,41.88
1965,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,51.03
1966,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,43.82
1967,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,44.53
1968,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,44.52
1969,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,45.87
1970,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,45.67
1971,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,42.63
1972,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,44.62
1973,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,45.36
1974,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,44.41
1975,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,44.85
1976,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,46.15
1977,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,45.05
1978,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,44.31
1979,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,43.50
1980,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,45.78
1981,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,43.84
1982,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,45.56
1983,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,44.42
1984,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,44.98
1985,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,47.28
1986,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,46.96
1987,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,47.98
1988,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,49.84
1989,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,48.53
1990,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,49.37
1991,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,47.62
1992,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,48.32
1993,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,50.26
1994,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,51.33
1995,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,52.21
1996,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,53.91
1997,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,56.61
1998,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,57.33
1999,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,58.27
2000,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,58.48
2001,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,58.82
2002,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,58.37
2003,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,57.39
2004,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,58.55
2005,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,58.54
2006,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,57.90
2007,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,57.51
2008,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,55.36
2009,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,55.81
2010,Canada,Food available adjusted for losses,Cereal products,v41356827,1.2.15,53.91
1972,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,293.78
1973,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,304.60
1974,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,316.98
1975,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,310.68
1976,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,317.33
1977,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,319.17
1978,Canada,Food available adjusted for losses,"Total beverages and juices (litres per person, per year)",v41356828,1.2.16,312.40
